bigram,tf_idf
rt http,0.009775413697624755
a canadian,0.009763715204786612
i just,0.009701217075420676
thanks for,0.009662757790844596
pay for,0.009501034401112803
du marché,0.00942914679625613
quebec http,0.009423800777932438
rabais sur,0.009360215268046576
au petit,0.00935772797896271
lapresseplus http,0.009355739622589496
in montreal,0.009231352979183151
du conseil,0.009181888923562977
et 20,0.009170571305164067
villequebec https,0.008898495666614149
le congrès,0.008870992332073493
le cercle,0.008847354001989357
billets https,0.00881398489571746
invitation à,0.008805947923734913
à notre,0.008764999424394699
menu de,0.008639033218040479
the quebec,0.008608851274924669
posted a,0.008468462445343166
via mashable,0.008435516587128699
in québec,0.008400248220054656
au feq,0.008396405979878733
détails https,0.008352974368406846
la voiture,0.008226651844616564
rt rdsca,0.008181279722984736
à prévoir,0.008144626295260542
animé par,0.008059949679248462
de droit,0.00794564775559396
des entrepreneurs,0.007899589218580293
polqc https,0.007754393605819028
20 minutes,0.007731280529892316
arc en,0.0076473196011584
montreal quebec,0.00759154089947655
polqc assnat,0.00758181215889906
au colisée,0.007574904702277368
people to,0.007532421158270147
en ciel,0.007463460501933872
marché du,0.007446767621839071
video https,0.007414452619801146
passage à,0.007399103713009524
au stade,0.007363349893055652
voir http,0.007357422558182265
10 minutes,0.007314050990000629
participez à,0.007311426832397578
votre agenda,0.0073019298432410885
city http,0.007292898145771673
la participation,0.007247066065773369
love your,0.007222832285901295
rt cyblesoleil,0.007179070528137741
go go,0.007169831801040009
à vendre,0.007164512656870459
jean claude,0.00713133075414455
30 minutes,0.007125914029504949
journal de,0.00711010960324704
tu prends,0.007031215370902267
question du,0.007029162930502148
un article,0.0069597641591800105
un texte,0.006877722608594914
du film,0.00687520413042974
me souviens,0.006807673075979803
rt jdemontreal,0.00680564949463839
samedi le,0.0067964242847145286
bienvenue à,0.0067739632982299
le championnat,0.0067726480287137285
30 à,0.0067635294772755055
vieux port,0.006715130924869215
article sur,0.006704468105270865
trop tard,0.006615577224328392
pic http,0.00658560457532386
faire à,0.006582140669807222
de nous,0.0065718819277816995
of time,0.006492219054567611
contre les,0.00645362911618407
le rt,0.00643600008876387
le conseil,0.006404514707622813
les élèves,0.006401244043687004
polqc pq,0.0063862196734171366
tout savoir,0.006375111674598899
soyez y,0.006364264666414523
en magasin,0.006359235325066554
rt quebechebdo,0.006348688091146992
la rencontre,0.006331267912491658
que québec,0.0063152276137960475
à https,0.00629577875239603
en prévision,0.006289268929220175
de me,0.006269440115333278
tous https,0.006257915595467198
salon de,0.006254445213689143
le restaurant,0.006252976977564917
presse http,0.006248092233078733
rt lactualite,0.006235292950823831
ans a,0.006231634507069946
se lève,0.006231634507069946
rt festivaleteqc,0.006199327141872745
marathon de,0.006185697242456937
à 17h,0.006183150273942043
the habs,0.006169620338046981
le cancer,0.006151567932889479
commence le,0.006150331913039932
lancement du,0.0061108520100143495
en route,0.006100561708790427
de fierté,0.006071197648701175
du quebec,0.006071197648701175
nous dans,0.006071197648701175
le bloc,0.006068524966778637
campagne de,0.006054247318852312
rt jeanboileau,0.006027704328681634
on https,0.005999750532724313
sorti de,0.005970587710276904
journée des,0.005947664250761193
you so,0.0058690951249352665
vous y,0.00584342919279973
50 de,0.005782957104118669
du vendredi,0.005780509267471055
and the,0.005779864533666287
top 20,0.005761913003941129
rt nicolasroberge,0.005756875654508429
au menu,0.0057534679600547934
au théâtre,0.005712909963694925
la bibliothèque,0.005710457980274342
happy birthday,0.005695656821218375
de ski,0.005690655423256572
la chronique,0.005671515932479354
bibliothèque de,0.005647170792467331
la littérature,0.00564192137128972
à 19h,0.0056293913216866505
les membres,0.0056293913216866505
le journal,0.005605530152681722
sainte foy,0.005587976399213923
up to,0.005542902402292459
le village,0.005507277403752759
présentation du,0.0055042681627584175
prix de,0.0054277786143325625
la démocratie,0.005421400899504346
la danse,0.005415107679231822
du vieux,0.005388123198327949
le décompte,0.005380473017210965
à m,0.005377978505729349
de google,0.005377978505729349
3 à,0.005353564719720595
polqc polcan,0.005336490777310109
jdm https,0.005333087082028951
les projets,0.005316793677234585
pour atteindre,0.005316793677234585
du service,0.0052675123321489934
11 avril,0.0052662524045129925
les fêtes,0.005225338526282128
15 de,0.005222702252998841
québec https,0.005192100709462226
est sorti,0.005185231359610556
de service,0.0051622521290747014
des fêtes,0.005096600335745358
de l'éducation,0.005083940218951217
ciel de,0.0050828809223583985
happy with,0.0050745124649423145
at http,0.005053099879831622
rt spvq_police,0.005052999608037687
en rappel,0.005045607266249018
pointe de,0.005039319552636905
rt tvanouvelles,0.005007096024794151
à cap,0.00498336765431556
une nouvelle,0.004980833985016371
nouvelle année,0.004967224375380506
rt vgaudreau,0.00495593939214788
des 10,0.004950544340488738
ma chronique,0.004938394068855752
sous sol,0.004923607268383118
14 ans,0.004920558090811669
fil de,0.004911774154702043
chronique de,0.004907305718350609
à 1,0.004893487022138995
17 mai,0.0048925667431436795
dès 18h,0.0048925667431436795
la galerie,0.004883110112149517
le pq,0.00487426306329059
via ledevoir,0.0048566405533337935
2 le,0.004842453852705142
de 13h,0.004822277733876818
to help,0.004819531865181442
parler du,0.004816429545377633
i used,0.004815221523934197
l’un des,0.004815221523934197
soirée de,0.004814536761887045
du sud,0.004800000706190238
suivre la,0.004790381967542003
vous désirez,0.0047900937922117255
aujourd'hui que,0.0047657042238366835
première heure,0.0047657042238366835
du palais,0.004764209673951189
avec tes,0.0047505172005564015
it at,0.0047505172005564015
use it,0.0047505172005564015
assnat https,0.004744921543055025
call for,0.004735249778156591
de recrutement,0.004719133772310647
notre page,0.0047188485894949445
club des,0.00469600994229759
en gaspésie,0.004695649279160495
sur toute,0.004688257676039017
à tes,0.0046876357787557395
cap des,0.004672570447451951
entrevue de,0.004666783095446203
fête de,0.004665760919202717
19h à,0.004646794117574821
h au,0.004646794117574821
à québec,0.004625119956308112
13h à,0.004624264185900365
via wordpressdotcom,0.004624264185900365
rt lp_lapresse,0.004623178876925211
des jeux,0.004618557408115485
de 14,0.0046185322916723745
de suivre,0.0046185322916723745
les couleurs,0.0046185322916723745
quelque part,0.0046185322916723745
conseil municipal,0.004602591139053922
québec http,0.004595968682358503
i am,0.004589792998310164
à 17h30,0.004584713765398042
svp http,0.0045779282335921346
la mention,0.0045763161236238165
à 50,0.004573731893370913
des données,0.004562648675303413
i love,0.004553824312963723
nos partenaires,0.004525462564835059
question est,0.004525462564835059
règles de,0.004525462564835059
visitez notre,0.004525462564835059
rue du,0.004506085823847218
aujourd'hui de,0.004501738111216659
elle même,0.00446723495111855
de l'heure,0.004464776023711077
to live,0.0044511133315156635
quoi faire,0.004436802693984385
du rtc,0.00443401600186344
pour nos,0.004413759532212993
18 h,0.004408605226980461
du talent,0.004397338617487441
merci à,0.004396128051001712
un seul,0.004395229042202912
2012 http,0.0043942194354193
via lp_lapresse,0.004394176071206895
prendre la,0.004376426699930146
it will,0.004365664424158006
2013 http,0.004352403149240372
pour qui,0.004342268812923508
bois de,0.004332521518690389
l'école de,0.004330156744285177
thank you,0.004324488916173021
and it,0.004323750542459948
pour vivre,0.004323174854465586
vous souhaitez,0.004319859820770221
bien mérité,0.004319780447572753
sur notre,0.004319007179450569
your support,0.004312488200458223
pas trop,0.004308364522205156
hommage à,0.004296381592071493
it is,0.004293651632577471
your heart,0.004258695838589588
the long,0.0042586034622730164
polqc http,0.004258411054270987
novembre http,0.004248712115841295
win a,0.004234617721681083
édition des,0.004221307239703578
et or,0.004220177604998654
la circulation,0.0042179999569980225
lancement de,0.004210825119977332
de 19,0.004197335483941308
is an,0.00419370352307626
québec vous,0.0041915146556310715
and get,0.0041876924046053135
en début,0.00418045003682274
4 à,0.004169147746331083
just a,0.00416427061152682
consultez la,0.004156016875158287
1 rt,0.004147588239549513
31 décembre,0.004147140029302228
2 à,0.004131220851933844
l'histoire du,0.004127766888363913
du pont,0.004126036099740251
la grc,0.004110284718223741
en compagnie,0.004105660836252182
rt canadiensmtl,0.004101698911172466
cap rouge,0.004098072658446204
une paire,0.004087488400796001
lire sur,0.004086968205657128
via lemondefr,0.004081024894933189
merci de,0.004078387387924381
a better,0.004074620129214139
compagnie de,0.004066685400456861
lt 3,0.004061908326702204
accès aux,0.00406006239900971
un concours,0.004053684432647985
décembre à,0.004050083779147569
2014 de,0.0040454882956044436
ça commence,0.0040347807395610035
un cadeau,0.0040143810891761144
now on,0.0040137176153348195
grand défi,0.004009407521402406
19 h,0.0040031269991891326
quebec qc,0.004000169429077538
gagner une,0.003999463100955479
au 23,0.003992024453794562
québec city,0.003969779862905698
au fil,0.003957158856835788
la carte,0.003947856824218504
1 à,0.003947270706451133
du carnaval,0.0039335148751829824
le musée,0.0039121385791005565
semaine dernière,0.0038995012310731754
visite de,0.0038995012310731754
bienvenue aux,0.0038952836001954175
video http,0.003887769110578312
live in,0.0038838228193878417
yes i,0.003873859146367586
maison de,0.003872696198774759
à une,0.0038556150997067326
pour obtenir,0.0038554317263474166
villequebec http,0.0038473328903083806
27 mai,0.0038464166918816423
critique de,0.0038408563113141586
vedette dans,0.003837966554483988
26 août,0.003828102969108708
à quebec,0.003825313390701018
heure de,0.003825313390701018
votre tour,0.0038171344130313424
rt danielthibault,0.003814129617922385
st patrick,0.003811644567255328
2 de,0.0038063347170688637
21 h,0.0038031289293834836
la poésie,0.003802962095933635
mon blogue,0.0038019119641745304
québec se,0.0037889036203988978
octobre à,0.0037823931195573235
journées de,0.003771957458248849
learn more,0.003764295741129921
en la,0.003753849210506422
tous nos,0.003752935191519536
les étudiants,0.0037490739414359985
roch http,0.003746199105501308
lire dans,0.0037458668824730617
rt villequebec,0.0037442091446477158
de 1000,0.003741621835058506
au restaurant,0.0037408031742064626
plein air,0.0037408031742064626
chez nous,0.0037368299949988217
profitez de,0.003735643475452186
le passé,0.003728377595092451
quebec canada,0.0037226623352275725
carnaval de,0.0037218908289896437
de champlain,0.0037138467029875655
inspired by,0.003706106912567651
les élections,0.003702003741884519
carey price,0.0037010513320399623
ont les,0.003686245688573351
c'est aujourd'hui,0.0036822804476212617
concours de,0.0036822804476212617
de m,0.0036822804476212617
à 3,0.003672810873503604
c'est gratuit,0.003672642773390268
la mauvaise,0.003672642773390268
mai http,0.003666776319344441
serai en,0.0036593986517951867
samuel de,0.003643880022428969
en ondes,0.003637795186240427
et tout,0.003636947124161797
du 28,0.0036346580051471304
pas grave,0.003623073117839871
photo de,0.003619946889646653
i wonder,0.003617085204805431
boutique de,0.0036164614295432027
minutes du,0.00361422388864058
dès 20h,0.003611144505951766
de lévis,0.003588833189897319
la chute,0.003587106204871146
les prix,0.0035833306081713943
birthday to,0.003582624075409301
aux gens,0.00358247752101478
février à,0.003580962105887233
st charles,0.0035779919455571985
du pq,0.003570427558205337
à 2,0.0035623509349118486
du prix,0.003555044367781225
a new,0.003552018933425816
la vie,0.0035510677872232885
ministre de,0.003545826105657394
tune in,0.003542063003874396
à 21,0.003539444335190392
20 30,0.0035253164550104374
la relève,0.0035167433028002186
conférence sur,0.0035066426275828866
répond à,0.0035066426275828866
paire de,0.0035052943288913746
après la,0.003490830769408615
saviez vous,0.0034882427448220833
le ciel,0.0034798820795900053
aux nouveaux,0.003477919814692532
la dette,0.0034687140666220776
1 et,0.003467859405326606
au domaine,0.003466244318726557
de marie,0.003438152111809773
les plaines,0.003437527316465456
de sainte,0.003433855683767184
passer pour,0.003433855683767184
se tiendra,0.003433855683767184
voir sur,0.003433855683767184
rt nhl,0.003428494422469446
de poids,0.003422744306704003
la boîte,0.0034181493729834697
les affaires,0.003417643940369963
rt dominicarpin,0.0034163332278794216
le ministre,0.0034153717334879097
20 au,0.0034113673318291594
de villequebec,0.003407528353320872
à 7,0.003403880881203892
savoir sur,0.003402297737308638
les canadiens,0.0033733684214847996
au mnbaq,0.003371324004276416
la civilisation,0.003363417119971941
les règles,0.003363417119971941
on reçoit,0.003353786652644374
h 30,0.0033537510686051895
20 de,0.003353709255802851
faire votre,0.0033491088860622183
fermeture de,0.003344053250180089
la villequebec,0.003334333696895996
date de,0.0033290320610895405
est elle,0.0033290320610895405
du bois,0.0033216483738274655
de l,0.00331787533411942
du 20,0.0033178170867582224
info https,0.0033167884562545834
ce mardi,0.0033139074693220964
follow us,0.003313202394971888
blogue de,0.0032951801254214944
ont des,0.0032951801254214944
dernière heure,0.0032939335451782972
i'll be,0.003291244762857307
cadeau de,0.003290411836306525
du projet,0.003290411836306525
20 h,0.0032894892105584965
mercredi le,0.00328024579010431
so much,0.003278565361181629
la finale,0.0032682733184356033
à 18h,0.003266599909574904
presse https,0.003263416721429759
le saviez,0.0032618450334328734
de jeux,0.0032573640689453165
gt http,0.003256695174056394
congrats to,0.0032494707621388143
just posted,0.0032480769136045812
le marché,0.0032376250236642464
organisé par,0.0032362837007918954
annonce de,0.0032351393299958077
et toutes,0.0032340988171774498
rue de,0.0032305008882297184
la une,0.003217624158104398
la nouvelle,0.0032091196758603294
to meet,0.0032033136725208096
la gaspésie,0.003199830767944406
gabrielle roy,0.003188151903603792
à compter,0.0031861070840460293
de qc,0.0031734129583777036
to win,0.0031720356661077663
compter de,0.0031647887832782144
musée de,0.0031647887832782144
la capitale,0.0031643776444660477
vous lire,0.0031446344646100877
de parler,0.0031412669259774794
course de,0.003137362608853664
much for,0.0031335226968792693
de 18,0.0031334686424561047
vidéo http,0.00313337232595922
nous serons,0.0031328873186036985
en tournage,0.0031303371411982427
en vente,0.0031280631266282118
de jeu,0.003123008716520955
qc2014 http,0.0031211828829046627
our first,0.00311971910611434
lac beauport,0.00311811125336606
sur de,0.003118015100398844
quebec https,0.003115842716256499
service à,0.0031130954066926173
4 septembre,0.003108343994551962
du club,0.0031061075864436704
au salon,0.003102044800201353
vous inscrire,0.0031004678058551395
a photo,0.0030967729565047155
via youtube,0.003090413617551599
une performance,0.003088648786714025
pour répondre,0.003081409578868271
pour tout,0.0030795057774525287
ce soir,0.0030788076339232215
jean baptiste,0.003076341796623819
5 à,0.003074572182078267
st roch,0.0030644855524570636
9h à,0.0030614711664062773
star wars,0.0030606759687441406
thankful for,0.0030583669752718787
live at,0.003056209029389808
5 7,0.0030541178311132766
la cuisine,0.0030515042987491327
des canadiens,0.003051089625582119
le lundi,0.003041747437096704
ce weekend,0.0030290501537346953
the ice,0.0030163777854272152
de michel,0.003015892065000271
conseils de,0.003010511818788565
du début,0.0030077436792089
you are,0.002980411109421756
à charlesbourg,0.0029763871945918466
more https,0.0029679296153337803
vos questions,0.0029670879556692362
des jeunes,0.002963788832991393
je serai,0.002954526720906594
you for,0.002952227987880389
limoilou https,0.00294808436067919
good luck,0.0029474133790139516
regard sur,0.002941801749714684
des ventes,0.0029411535470668737
à vélo,0.0029407631702996284
28 mai,0.0029374290677947573
bénévoles pour,0.0029374290677947573
par http,0.0029374290677947573
août prochain,0.0029364251298041534
billets en,0.0029338468631771495
au kiosque,0.002933055535230691
rt to,0.0029308862327988646
polcan https,0.0029218110644231455
en fin,0.0029048533903807904
rt sebbovetsrc,0.0028978889657615726
encourager les,0.002895228523621024
par courriel,0.002895228523621024
votre billet,0.002895228523621024
jeudi au,0.002884918147297884
de billets,0.0028811313928599003
2014 http,0.002876083892528833
les partis,0.0028757014980152025
last minute,0.0028712093973880482
sur toutes,0.0028712093973880482
une activité,0.0028699584424873963
amp i,0.0028695291965260394
je t'aime,0.0028654469338630496
to you,0.002862544786299701
le code,0.0028600989635844086
de recherche,0.0028570778138915245
et dimanche,0.0028518965806620658
le blogue,0.002850708112141834
the https,0.002846150428358113
bande annonce,0.0028443106980687886
le ch,0.0028442257747704914
les citoyens,0.002843931841158365
saint jean,0.0028397946531380394
performance de,0.002837337008056845
rt michelleblanc,0.002835257621958418
en vigueur,0.002831416437002284
article http,0.002830687765844231
mai 2015,0.002825973384375025
université laval,0.0028223355537149125
rouge et,0.0028204172711427176
11 septembre,0.0028147647437222665
la date,0.0028146956608433252
le à,0.0028084345550927264
y https,0.0028053155374671975
aux élections,0.0028026612850628307
sommes à,0.0027982109319332473
you do,0.002796345911820018
nous présente,0.0027877037615997038
assnat http,0.0027853664991900145
tous et,0.002782088374701514
je crois,0.002780951994288777
aux étudiants,0.0027712600011646498
news http,0.0027709022629704874
je ne,0.0027697226504688546
ca va,0.0027631276837864
le 19,0.0027614392129739814
pour plus,0.0027614392129739814
changer de,0.0027501827014065837
le jeu,0.0027500319580900075
mon fils,0.0027444511592347193
sur instagram,0.002744049345699598
lapresseplus https,0.0027437604311890723
publier une,0.002740725904403332
la marque,0.0027397857050547895
1er octobre,0.0027390369444649522
notre concours,0.0027359107022157806
bonne lecture,0.002735339360853824
our new,0.0027336174651540106
2017 https,0.0027309589248847273
les données,0.0027292627318062463
du numérique,0.0027220770232970737
de québec,0.0027219982123146856
rt ygreck,0.002721559366509323
pour rire,0.002720535195170372
tous http,0.0027185619446827205
le blog,0.002716313600318147
la course,0.002714864190602197
jeux vidéo,0.0027135815070148802
la file,0.0027130448991077747
le défilé,0.0027090525787287017
à rimouski,0.0027078972150102985
le spectacle,0.002704320569979644
la foire,0.002702780989552859
7 avril,0.002699840650787809
spectacle au,0.002691831380923342
à l'hôtel,0.002689421479131835
de mer,0.00268547125797781
le maire,0.00268469760528954
de noël,0.0026841727734430135
vous tous,0.002683712107118493
dès le,0.0026822378677150336
la charte,0.0026684417956531294
venez rencontrer,0.0026656348920678745
inscrivez vous,0.0026631557415724167
i hope,0.0026556999169601255
laurier québec,0.002655358064595923
sociaux https,0.002654762400403049
le don,0.0026545683752686082
sur tous,0.0026453884552577627
d http,0.0026446429438434166
appel de,0.0026419515399865754
les nouveautés,0.0026408840756195883
the holidays,0.0026388716253843755
rt mcqorg,0.002638317024814737
la programmation,0.0026373672150722346
à qc,0.0026343893820235625
15 septembre,0.0026343675599844814
janvier à,0.002633196406193431
au pavillon,0.0026322252747753303
ne manquez,0.002629977600170395
la bière,0.0026295106500701317
oh yeah,0.0026285698972264657
h à,0.0026268310787168824
i wish,0.002626377191379411
devoir http,0.002625244615907073
the wild,0.002622093757241682
la boutique,0.002613128624608021
au plaisir,0.0026125015293196377
le rouge,0.0026106312962681233
le réseau,0.002609046719664938
mme marois,0.0026014308103983167
du jeu,0.002600125860015295
de photo,0.002599640671198699
rencontrer les,0.002599640671198699
la relâche,0.00259872974966573
façons de,0.0025978281860714668
en classe,0.0025978157387950124
de beauce,0.0025953294258202384
bellcause https,0.002594526895722126
on n'a,0.002594176744951736
22 avril,0.0025922938037030835
revue de,0.00259007771170845
des places,0.002587349225944804
lieu la,0.0025871611134895946
membre de,0.002585936145446356
le 3,0.002584650866830604
le plq,0.0025845794920960484
page facebook,0.002580091723999427
du samedi,0.002573637794902749
merry christmas,0.002571201534208011
le numérique,0.0025688973025677526
2e édition,0.0025671818703021172
août https,0.0025666126508998174
la cérémonie,0.002564685802752058
la soirée,0.0025642963945107845
facebook https,0.0025556042724072733
bienvenue sur,0.0025554789537306473
notre équipe,0.0025539876319048676
membre du,0.0025532912330197264
la série,0.0025505808331734016
9 juin,0.002547301769728266
en rose,0.002547301769728266
un duo,0.002547301769728266
paul mccartney,0.002547189163449937
je ferai,0.002546083907923827
à tous,0.0025456240117908775
red bull,0.002544313302287848
portes à,0.002536790250257481
le 30,0.002536661987531968
membres de,0.002536661987531968
30 http,0.0025354024461188853
from all,0.00253386887113686
ici radio,0.0025290489610067146
c est,0.0025188707084072694
la formation,0.0025170441116646016
radio https,0.0025156077908303617
le théâtre,0.002515573115478722
défilé de,0.002515096803262269
10 à,0.002514368475602264
27 mars,0.0025107059853276066
gagnante du,0.0025107059853276066
du livre,0.0025083181454890456
is the,0.002504605149636429
a chance,0.002504002530003944
and their,0.002503460402244313
love you,0.002498284767568851
happy holidays,0.002493438028899859
au lieu,0.002489372447180045
la lnh,0.0024880744619843412
sur tout,0.002483612187690253
pour parler,0.002479185273126994
manquez pas,0.002478264832985607
la mode,0.00247800881976486
à saguenay,0.002475272170244369
avec ta,0.002475272170244369
jeune fille,0.002475272170244369
show at,0.002475272170244369
suis la,0.002475272170244369
présentement à,0.002474105085772354
la clinique,0.002473581777026418
i can,0.0024734195954756104
de sécurité,0.002466600165367119
dimanche le,0.0024631171408051713
would love,0.002460894663669934
à l,0.0024590423624215193
le pont,0.0024575931778006506
jdq http,0.0024572329600219857
web pour,0.0024568690077563927
de données,0.002454309229390141
de l'histoire,0.002451515397107984
1 semaine,0.002447794102467124
lecture de,0.002445929049066125
entre le,0.0024444135399911263
de bons,0.002443737065220186
septembre à,0.0024431245494731073
marché de,0.0024418657908615326
souhaite bonne,0.002440928801196653
tout aussi,0.002440928801196653
sur 2,0.0024395836576042097
aura lieu,0.0024368060264658904
en spectacle,0.0024299060694099907
it up,0.002425202963169247
plus le,0.002421110892653491
10 http,0.002420404304141249
programmation du,0.00241921280802279
est mon,0.0024179423475484347
est présentement,0.002415594951825433
la manif,0.0024129216746162853
octobre au,0.002411138866938409
2016 https,0.002410615469595667
de http,0.002409007783331731
you hear,0.0024086323238129413
une course,0.0024079512906208275
art http,0.0024076107619670985
car je,0.0024076107619670985
chaud au,0.0024076107619670985
croise les,0.0024076107619670985
tickets for,0.0024076107619670985
du patrimoine,0.0024053277491413016
lecture http,0.002398457970528852
grand merci,0.002396957245982156
dans 1,0.0023916320354061636
atelier de,0.002391113927702844
voici notre,0.0023859328992422756
de nuit,0.002385072114722561
de danse,0.002384586176049286
jean luc,0.002384015779342325
us http,0.002383286986451456
pour prendre,0.002381608416116047
voir.ca http,0.002381036691746711
une formation,0.0023786977250099188
14h à,0.0023771102513815163
demain de,0.0023771102513815163
l'achat de,0.0023771102513815163
une séance,0.0023771102513815163
15 juin,0.002376241843813497
de t'avoir,0.0023752586002782007
good work,0.0023752586002782007
me rend,0.0023752586002782007
them in,0.0023752586002782007
à l'espace,0.002370167331286268
le show,0.002369940000526459
de l'église,0.00236872473443351
rt radiocanadainfo,0.002366682722602567
les radios,0.002363638101238283
le carnaval,0.0023627329512620238
happy to,0.0023583640220168826
ondes de,0.0023583466189309663
you i,0.0023580953751630466
rt tvasports,0.00235802246342031
chefs de,0.0023570751915900417
à l'école,0.00235501026509777
noël du,0.0023549136939609774
tonight at,0.002354337159859094
votre site,0.0023505538854957566
last week,0.0023461281448308832
se voit,0.0023443806460571297
31 mai,0.0023441288380195084
commence aujourd'hui,0.0023441288380195084
un laissez,0.0023441288380195084
vous deux,0.0023438178893778697
les ondes,0.002342321382610744
demain dès,0.002341350081329063
de vincent,0.002340887162178497
see you,0.0023355983677228525
galeries de,0.00233253379206022
places pour,0.00233253379206022
vous reste,0.00233253379206022
show de,0.0023295653143853893
du québec,0.0023278776240500967
my favourite,0.002327113907536309
au pq,0.002325276773364913
avec toi,0.002325194208384886
à 19,0.00232487764030254
d https,0.002321562718977026
the race,0.002320968486769062
sur itunes,0.0023148723909432707
saint augustin,0.0023135372175972246
a show,0.0023132386771143494
place du,0.0023132386771143494
see them,0.0023132386771143494
25 octobre,0.0023121320929501824
vous aimeriez,0.0023096369394595196
la station,0.002305908726611562
capitale nationale,0.0023031444103095646
centre vidéotron,0.0023024315828222325
du cinéma,0.002296663058315495
avez jusqu'à,0.0022959848712273013
ste foy,0.002294487273102723
votre entreprise,0.0022939901384012146
de cap,0.0022928780851045566
i need,0.0022890712951435426
it takes,0.0022834750084958656
to montreal,0.0022834750084958656
out https,0.002282820398169872
go habs,0.0022823193872281503
i want,0.002281747832629317
passez nous,0.002281062921596214
municipal de,0.002280735188040719
la collaboration,0.002277649985717324
bon appétit,0.002275435788464134
soirée des,0.002272148513431477
1 0,0.0022695007045433575
sur http,0.0022689713279417227
les chefs,0.002268437861290742
au parc,0.0022638343334910093
de l’histoire,0.002263037078293511
la prise,0.0022608707492564792
rt regiondequebec,0.0022584968070661453
du gala,0.0022545098257585015
be my,0.0022544845102779407
your new,0.0022544845102779407
rt jdequebec,0.0022542251110023812
via huffpostquebec,0.002252668088247159
serai à,0.0022525830972696978
of thrones,0.0022524067286927964
notre premier,0.002251637127683771
30 et,0.0022508690556083295
arrive en,0.0022508690556083295
photo http,0.0022493554699488535
le 2,0.002248077330089865
de scolarité,0.002246866243506406
prix https,0.002246747644074181
de radio,0.0022465616759558197
québec 2014,0.002245917798490152
à ste,0.0022457816618692977
la communication,0.0022455708068195635
du dimanche,0.0022439066615254286
gestion des,0.0022415707870424174
réseaux sociaux,0.002240815097330448
his first,0.002238970365823353
thanks to,0.0022360714951199312
soir http,0.002234320100760271
en vidéo,0.002230211400602819
à 15h,0.0022295187242693105
tribute to,0.0022281541992187227
répondre à,0.0022278917629811974
le 22,0.0022273813825908614
des transports,0.0022261038036100055
show on,0.0022253544357596438
ce samedi,0.0022246206740317385
la terre,0.002224201189314559
22 septembre,0.002223859333423916
the great,0.002223205319581782
les champions,0.00222258931222805
17h à,0.002221502523788271
cadeaux de,0.002221502523788271
dès 17h,0.002221502523788271
6 à,0.0022208640820620806
rt marioasselin,0.0022202398982972657
habs go,0.0022199323310754006
in on,0.00221897799787841
le ménage,0.0022186058383350474
la prochaine,0.0022172228575249803
la diversité,0.0022157148365116184
check it,0.0022152063678250416
ligne https,0.0022138196735333846
on vous,0.002213449540808116
un plaisir,0.002212992709292978
dans votre,0.0022112957857186467
to save,0.002211022397903324
made in,0.0022071008172284898
amis de,0.002206890005008214
maire labeaume,0.002206283862800931
chance de,0.0022045253660703105
les 11,0.002203071800846068
good job,0.0022029810785632407
en studio,0.0022002264325166596
and see,0.0021986693087437206
rt this,0.0021986693087437206
vous l'avez,0.0021986693087437206
about you,0.002193806054620358
table ronde,0.0021852870227706263
billets pour,0.0021851897252663033
pq http,0.002184324524380804
en vedette,0.002183470245143614
